,img_labels,prd_probas,img_dirs,modify_cla
40758,0,0.9628145098686218,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00011350.jpg,2
46859,0,0.9629337787628174,/data1/wangruihao/cocofun/shit1/6864.jpg,
27500,0,0.9644203186035156,/data1/wangruihao/cocofun/shit1/7667.jpg,
437,0,0.9659000039100647,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008772.jpg,2
45063,0,0.9666054248809814,/data1/wangruihao/cocofun/shit1/8484_0.png,0
42573,0,0.9668526649475098,/data1/wangruihao/cocofun/shit1/2201.jpg,2
40194,0,0.9672871232032776,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004079.jpg,0
39556,0,0.9697707295417786,/data1/wangruihao/cocofun/shit1/6363.jpg,2
36136,0,0.9715495109558105,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007516.jpg,2
32769,0,0.972402036190033,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003425.jpg,0
17671,0,0.9740680456161499,/data1/wangruihao/cocofun/shit1/8073.jpg,0
31349,0,0.9741068482398987,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007311.jpg,0
41261,0,0.9747748374938965,/data1/wangruihao/cocofun/shit1/2408.jpg,2
296,0,0.9749380946159363,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/domestic_nimal_00024.png,2
37813,0,0.9755396842956543,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000350.jpg,0
8708,0,0.977266252040863,/data1/wangruihao/cocofun/shit1/5698.jpg,2
42114,0,0.9776055216789246,/data1/wangruihao/cocofun/shit1/4209.jpg,0
43566,0,0.9779495596885681,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002497.jpg,0
26640,0,0.9783349633216858,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010463.jpg,0
4729,0,0.9784784317016602,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005923.jpg,0
4797,0,0.9789314866065979,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009975.jpg,0
31804,0,0.9801585078239441,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005039.jpg,0
46889,0,0.9807181358337402,/data1/wangruihao/cocofun/shit1/4828.jpg,2
196,0,0.9809580445289612,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004754.jpg,0
3548,0,0.9810400009155273,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006467.jpg,0
519,0,0.9810765981674194,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008107.jpg,0
15581,0,0.9813786745071411,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00012006.jpg,0
34256,0,0.981532871723175,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00011143.jpg,0
24109,0,0.9818084836006165,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002358.jpg,0
8390,0,0.982144832611084,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007116.jpg,0
44098,0,0.9826761484146118,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00011730.jpg,0
23275,0,0.9828562140464783,/data1/wangruihao/cocofun/shit1/6806.jpg,2
36594,0,0.9835318326950073,/data1/wangruihao/cocofun/shit1/9269.jpg,0
46097,0,0.9837279319763184,/data1/wangruihao/cocofun/shit1/6619.jpg,2
31954,0,0.9843565821647644,/data1/wangruihao/cocofun/shit1/2617.jpg,2
9524,0,0.9844203591346741,/data1/wangruihao/cocofun/shit1/4235.jpg,0
22236,0,0.9844373464584351,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010452.jpg,0
20495,0,0.9845579266548157,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008085.jpg,1
13984,0,0.9846907258033752,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002352.jpg,0
7359,0,0.9847800731658936,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009145.jpg,0
8829,0,0.985584020614624,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004956.jpg,0
11041,0,0.9856613874435425,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007715.jpg,0
10826,0,0.9859341979026794,/data1/wangruihao/cocofun/shit1/9369.jpg,0
17941,0,0.9863761067390442,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009475.jpg,0
22055,0,0.9866483807563782,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004838.jpg,0
7633,0,0.986686110496521,/data1/wangruihao/cocofun/shit1/7085.jpg,0
25597,0,0.9868736863136292,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004158.jpg,0
8073,0,0.9875230193138123,/data1/wangruihao/cocofun/shit1/9328.jpg,0
31807,0,0.98774254322052,/data1/wangruihao/cocofun/shit1/7148.jpg,0
29830,0,0.9893429279327393,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008261.jpg,0
27621,0,0.9893574118614197,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010102.jpg,0
43495,0,0.9894614815711975,/data1/wangruihao/cocofun/shit1/7951.jpg,2
17856,0,0.9896095991134644,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009622.jpg,0
40237,0,0.9900081157684326,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005135.jpg,0
17967,0,0.9900777339935303,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007075.jpg,0
26629,0,0.9903165698051453,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00011460.jpg,0
17287,0,0.9904296398162842,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006215.jpg,0
43750,0,0.9907402992248535,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000847.jpg,0
20475,0,0.9908362627029419,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007452.jpg,0
44593,0,0.9909601211547852,/data1/wangruihao/cocofun/shit1/4210.jpg,0
18860,0,0.9910812973976135,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00011283.jpg,0
35741,0,0.9912398457527161,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003708.jpg,0
32925,0,0.9912465214729309,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000096.jpg,0
43533,0,0.9912813305854797,/data1/wangruihao/cocofun/shit1/1741.jpg,0
5849,0,0.9914734363555908,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006158.jpg,0
33825,0,0.9915438890457153,/data1/wangruihao/cocofun/shit1/553.jpg,2
37044,0,0.9916321635246277,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007846.jpg,0
22169,0,0.9920833110809326,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001882.jpg,0
35265,0,0.992099404335022,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002539.jpg,0
43613,0,0.9923200011253357,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004370.jpg,0
21344,0,0.9924276471138,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00011108.jpg,0
159,0,0.9926466941833496,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004997.jpg,0
11375,0,0.9928079843521118,/data1/wangruihao/cocofun/shit1/4023_0.png,0
16025,0,0.9929674863815308,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010397.jpg,0
35806,0,0.9930335283279419,/data1/wangruihao/cocofun/shit1/6403.jpg,0
23290,0,0.9931877851486206,/data1/wangruihao/cocofun/shit1/7126.jpg,0
14312,0,0.9932303428649902,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008575.jpg,0
33982,0,0.9932629466056824,/data1/wangruihao/cocofun/shit1/8240.jpg,0
24713,0,0.9932767748832703,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004521.jpg,0
17135,0,0.9932796359062195,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006852.jpg,2
2526,0,0.9933145642280579,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003414.jpg,0
43371,0,0.993354082107544,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006379.jpg,0
15733,0,0.9934205412864685,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010723.jpg,0
26624,0,0.9934675097465515,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009977.jpg,0
16703,0,0.9935609102249146,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001288.jpg,0
29485,0,0.9935792684555054,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001903.jpg,0
32869,0,0.9935883283615112,/data1/wangruihao/cocofun/shit1/7676.jpg,0
38212,0,0.9937392473220825,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004583.jpg,0
40682,0,0.9937824606895447,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004793.jpg,0
11048,0,0.9938092827796936,/data1/wangruihao/cocofun/shit1/2139_4.png,0
22132,0,0.9939779043197632,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/domestic_nimal_00033.png,0
12481,0,0.9940185546875,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006558.jpg,0
42773,0,0.9940744042396545,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009541.jpg,0
14951,0,0.9940751791000366,/data1/wangruihao/cocofun/shit1/6191.jpg,2
21791,0,0.9941561222076416,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000001.jpg,0
43738,0,0.9941816926002502,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008347.jpg,2
46921,0,0.9942154288291931,/data1/wangruihao/cocofun/shit1/7791.jpg,2
16755,0,0.9942898750305176,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010320.jpg,0
16195,0,0.994299054145813,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009441.jpg,0
30138,0,0.9943435192108154,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003131.jpg,-1
32952,0,0.9943522214889526,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006231.jpg,0
9857,0,0.9943892359733582,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001776.jpg,0
37780,0,0.9945854544639587,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006305.jpg,0
34361,0,0.9946660995483398,/data1/wangruihao/cocofun/shit1/6898.jpg,-1
43299,0,0.9946979284286499,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000729.jpg,0
16424,0,0.9947347640991211,/data1/wangruihao/cocofun/shit1/6886.jpg,2
5228,0,0.9947393536567688,/data1/wangruihao/cocofun/shit1/2897.jpg,-1
22760,0,0.994766116142273,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010865.jpg,0
33208,0,0.9948258996009827,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003275.jpg,0
31322,0,0.9948354959487915,/data1/wangruihao/cocofun/shit1/4066.jpg,0
43139,0,0.9949262142181396,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008187.jpg,0
8098,0,0.9949312806129456,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008320.jpg,0
45777,0,0.994948148727417,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007515.jpg,0
32752,0,0.9949560761451721,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007277.jpg,2
3320,0,0.9949761629104614,/data1/wangruihao/cocofun/shit1/9157.jpg,0
18126,0,0.995100200176239,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005684.jpg,0
29562,0,0.9951046705245972,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007058.jpg,0
47136,0,0.9951600432395935,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006978.jpg,0
18740,0,0.9953646659851074,/data1/wangruihao/cocofun/shit1/6415.jpg,0
45525,0,0.9953821301460266,/data1/wangruihao/cocofun/shit1/6594.jpg,0
2511,0,0.9953867793083191,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000159.jpg,0
22868,0,0.995419979095459,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001268.jpg,0
9703,0,0.9954481720924377,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/domestic_nimal_00002.png,0
32044,0,0.9954524636268616,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008108.jpg,0
38576,0,0.9954730868339539,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002420.jpg,0
30157,0,0.9955158829689026,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003878.jpg,0
35230,0,0.9955520033836365,/data1/wangruihao/cocofun/shit1/7835.jpg,0
45801,0,0.9956687688827515,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001110.jpg,0
2578,0,0.9957024455070496,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000106.jpg,0
38903,0,0.9957131147384644,/data1/wangruihao/cocofun/shit1/7022.jpg,0
27190,0,0.9957346320152283,/data1/wangruihao/cocofun/shit1/8328.jpg,0
19679,0,0.9957956075668335,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007086.jpg,0
31612,0,0.9958303570747375,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004497.jpg,0
14764,0,0.9959413409233093,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000326.jpg,0
22328,0,0.9959589838981628,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001063.jpg,0
35728,0,0.9959706664085388,/data1/wangruihao/cocofun/shit1/5286.jpg,0
29218,0,0.9960129261016846,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005743.jpg,0
31239,0,0.9960492253303528,/data1/wangruihao/cocofun/shit1/4895.jpg,0
14117,0,0.9960784316062927,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004626.jpg,0
3151,0,0.9961113333702087,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008591.jpg,0
30681,0,0.9961638450622559,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010340.jpg,0
46419,0,0.9963046312332153,/data1/wangruihao/cocofun/shit1/4412.jpg,0
6337,0,0.9963127970695496,/data1/wangruihao/cocofun/shit1/7050.jpg,2
3122,0,0.9963303208351135,/data1/wangruihao/cocofun/shit1/9686_1.png,0
22505,0,0.9963453412055969,/data1/wangruihao/cocofun/shit1/3462.jpg,2
24508,0,0.9963514804840088,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003583.jpg,0
12735,0,0.9963755011558533,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003572.jpg,0
42792,0,0.9964584708213806,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003832.jpg,0
629,0,0.9964942336082458,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002993.jpg,0
9169,0,0.9965100884437561,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009062.jpg,0
42555,0,0.9965198040008545,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/domestic_nimal_00021.png,0
27044,0,0.9965229034423828,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006301.jpg,0
19132,0,0.9965259432792664,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004118.jpg,0
29183,0,0.996649444103241,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007741.jpg,0
5660,0,0.9966499209403992,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006460.jpg,0
43526,0,0.9966526627540588,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007628.jpg,0
18631,0,0.9966554641723633,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/domestic_nimal_00019.png,0
38850,0,0.9966620206832886,/data1/wangruihao/cocofun/shit1/5339.jpg,0
30473,0,0.996699869632721,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005318.jpg,0
24371,0,0.9967107772827148,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007954.jpg,0
31586,0,0.9967453479766846,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000121.jpg,0
22093,0,0.9967664480209351,/data1/wangruihao/cocofun/shit1/6926.jpg,0
5555,0,0.9967867136001587,/data1/wangruihao/cocofun/shit1/9942.jpg,0
37041,0,0.9968008995056152,/data1/wangruihao/cocofun/shit1/2127.jpg,2
32910,0,0.9968484044075012,/data1/wangruihao/cocofun/shit1/7520.jpg,0
33956,0,0.9968850016593933,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003552.jpg,0
5114,0,0.996896505355835,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004842.jpg,0
264,0,0.996915340423584,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00010929.jpg,0
34608,0,0.9969192743301392,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001597.jpg,0
1646,0,0.9969305396080017,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006493.jpg,0
19272,0,0.9969527721405029,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005302.jpg,0
34794,0,0.9969634413719177,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009326.jpg,0
3113,0,0.9969706535339355,/data1/wangruihao/cocofun/shit1/5835.jpg,2
6857,0,0.9970113039016724,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004398.jpg,0
42745,0,0.9970360994338989,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006697.jpg,0
13234,0,0.9970819354057312,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001870.jpg,0
42580,0,0.9970889687538147,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00002376.jpg,0
4684,0,0.9971762895584106,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007696.jpg,0
25745,0,0.9972043633460999,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00000396.jpg,0
45300,0,0.9972050786018372,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00004071.jpg,0
35632,0,0.9972490668296814,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006043.jpg,0
29045,0,0.9972988963127136,/data1/wangruihao/cocofun/shit1/6975.jpg,2
36294,0,0.9973199963569641,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00009510.jpg,0
9588,0,0.9973336458206177,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003652.jpg,0
37980,0,0.9973337650299072,/data1/wangruihao/cocofun/shit1/9319_2.png,0
40968,0,0.9973554611206055,/data1/wangruihao/cocofun/shit1/6853.jpg,0
42406,0,0.9973661303520203,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00008953.jpg,0
33299,0,0.9974275231361389,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003184.jpg,0
20767,0,0.9975071549415588,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00007396.jpg,0
5837,0,0.99757319688797,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00006703.jpg,0
32471,0,0.9975761771202087,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005535.jpg,0
11064,0,0.9975777268409729,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00003477.jpg,0
4802,0,0.9975778460502625,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00005289.jpg,0
41034,0,0.9975956082344055,/data1/wangruihao/cocofun/shit1/10242.jpg,0
29493,0,0.9975962042808533,/data1/zhaoshiyu/unporn_dataset/cocofun/train/blood_awful/blood_awful_00001238.jpg,2


